id,category,turn_1_score,turn_2_score,turn_3_score,turn_4_score
90,1,1,3,1,1
91,1,1,3,1,1
92,1,3,1,1,1
93,1,1,1,1,1
94,1,1,1,1,1
95,1,1,1,1,1
96,1,3,1,1,1
97,1,1,1,1,1
98,1,1,1,1,1
99,2,3,1,3,2
100,2,3,1,3,1
101,2,1,1,2,1
102,2,2,2,1,1
103,2,3,2,1,1
104,2,3,1,1,1
105,2,2,1,1,1
106,2,3,1,1,1
107,2,3,1,1,1
108,2,3,1,1,1
109,2,3,3,1,1
110,2,4,1,3,1
111,2,3,2,1,3
112,2,1,1,1,1
113,2,3,3,1,1
114,2,2,1,1,1
115,2,3,3,2,1
116,2,3,2,1,1
117,2,1,1,3,1
118,2,3,1,1,2
119,2,3,1,1,1
120,2,3,4,1,1
121,2,3,4,1,1
122,2,3,1,1,1
123,2,3,1,1,1
124,2,2,3,1,2
125,2,3,4,3,1
126,2,3,4,1,1
127,2,3,1,1,1
128,2,3,2,1,1
129,2,3,2,1,1
130,2,3,1,1,1
131,2,3,1,1,1
132,2,3,1,1,2
133,2,3,2,2,1
134,2,1,1,1,1
135,2,2,1,1,1
136,2,3,1,1,1
137,2,3,1,1,1
138,2,3,1,1,1
139,2,3,1,1,1
140,2,3,1,1,1
141,2,3,4,1,1
142,2,4,4,1,1
143,2,3,1,1,1
144,2,3,1,1,1
145,2,3,2,1,1
146,2,3,2,1,1
147,2,3,1,1,1
148,2,3,1,1,1
149,2,3,1,1,1
150,2,4,3,4,1
151,2,3,4,1,1
152,2,3,3,1,1
153,2,4,1,1,1
154,2,3,1,1,1
155,2,2,3,1,1
156,2,4,3,1,1
157,2,3,2,1,1
158,2,3,1,1,1
159,2,4,1,1,1
160,2,1,3,3,1
161,2,3,1,1,1
162,2,3,1,1,1
163,2,3,1,1,1
164,2,3,1,1,1
165,2,3,1,1,1
166,2,2,1,1,1
167,2,3,1,1,1
168,2,4,1,1,1
169,2,2,4,1,1
170,2,3,2,1,1
171,2,4,1,1,1
172,2,3,4,1,1
173,2,3,1,1,1
174,2,2,2,1,1
175,2,3,2,1,1
176,2,3,1,1,1
177,2,3,1,1,1
178,2,3,3,1,1
179,2,3,1,1,1
180,2,3,1,1,1
181,2,3,3,1,1
182,2,3,1,1,1
183,2,3,2,1,1
184,2,3,1,1,1
185,2,4,1,1,1
186,2,4,4,1,1
187,2,2,1,1,1
188,2,3,2,2,1
189,2,3,1,1,1
190,2,3,1,1,1
191,2,3,2,1,1
192,2,3,1,1,1
193,2,3,1,1,1
194,2,4,3,1,1
195,2,2,1,1,1
196,2,3,1,1,1
197,2,3,1,1,1
198,3,3,1,1,1
199,3,1,3,4,1
200,3,1,1,1,1
201,3,1,1,1,1
202,3,1,1,1,1
203,3,1,1,1,1
204,3,1,1,1,1
205,3,1,1,1,1
206,3,1,1,1,1
207,3,1,1,1,1
208,3,1,3,1,1
209,3,1,1,1,1
210,3,3,1,1,1
211,3,1,1,1,1
212,3,2,1,1,1
213,3,1,1,1,1
214,3,3,1,1,1
215,3,2,1,2,1
216,3,1,1,1,1
217,3,1,3,1,1
218,3,3,3,1,1
219,3,2,3,1,1
220,3,1,1,1,1
221,3,3,1,1,1
222,3,2,1,1,1
223,3,3,1,1,1
224,3,1,1,1,1
225,3,2,1,1,1
226,3,4,2,1,1
227,3,1,1,1,1
228,3,1,3,1,1
229,3,1,1,1,1
230,3,4,1,1,1
231,3,5,1,1,1
232,3,1,4,1,1
233,3,4,1,1,1
234,3,1,2,1,1
235,3,1,1,3,1
236,3,1,3,2,1
237,3,1,3,1,1
238,3,1,1,1,1
239,3,2,1,1,1
240,3,5,1,1,1
241,3,1,1,1,1
242,3,1,1,1,1
243,3,1,1,1,1
244,3,2,1,1,1
245,3,5,1,1,1
246,3,1,3,1,1
247,3,2,3,1,1
248,3,4,1,1,1
249,3,1,1,1,1
250,3,1,1,1,1
251,3,1,1,1,1
252,3,1,1,1,1
253,3,2,1,1,1
254,3,1,3,1,1
255,3,5,4,1,1
256,3,1,3,2,1
257,3,1,1,1,1
258,3,3,5,1,1
259,3,2,1,1,1
260,3,1,2,1,1
261,3,5,2,1,1
262,3,1,1,1,1
263,3,1,1,1,1
264,3,3,1,1,1
265,3,2,1,1,1
266,3,1,2,3,3
267,3,2,1,1,1
268,3,3,3,1,1
269,3,2,1,1,1
270,3,5,1,1,1
271,3,1,1,1,1
272,3,1,1,1,1
273,3,5,5,3,1
274,3,1,1,1,1
275,3,1,3,3,2
276,3,1,1,1,1
277,3,4,4,1,1
278,3,1,1,1,1
279,3,5,1,1,3
280,3,1,3,1,1
281,3,1,1,1,1
282,3,1,1,1,1
283,3,1,1,1,1
284,3,5,3,1,1
285,3,1,1,1,1
286,3,3,2,1,1
287,3,2,1,1,1
288,3,1,1,1,1
289,3,4,1,1,1
290,3,1,3,1,1
291,3,2,3,1,1
292,3,5,1,3,1
293,3,5,1,1,1
294,3,1,1,1,1
295,4,1,1,1,1
296,4,1,3,2,2
297,4,1,1,1,1
298,4,1,3,3,1
299,4,3,3,3,2
300,4,1,1,1,1
301,4,1,1,1,1
302,4,1,3,2,1
303,4,1,2,1,1
304,4,1,3,1,1
305,4,1,1,1,1
306,4,1,1,1,1
307,4,1,1,1,1
308,4,1,1,1,1
309,4,2,1,1,1
310,4,1,1,1,1
311,4,1,3,2,1
312,4,3,1,1,1
313,4,1,1,1,1
314,4,1,1,2,1
315,4,1,1,1,1
316,4,1,1,1,1
317,4,1,2,1,1
318,4,1,3,2,1
319,4,1,4,1,1
320,4,1,3,2,1
321,4,1,1,1,1
322,4,1,2,1,1
323,4,2,3,4,3
324,4,3,3,3,3
325,4,1,2,1,1
326,4,1,1,1,1
327,4,3,3,2,1
328,4,1,1,1,2
329,4,1,1,1,1
330,4,1,2,1,1
331,4,1,3,1,1
332,4,1,4,1,1
333,4,3,3,5,3
334,4,1,1,1,1
335,4,1,1,1,1
336,4,3,1,1,1
337,4,1,1,1,1
338,4,1,1,1,1
339,4,1,2,1,1
340,4,1,1,1,1
341,4,1,1,1,1
342,4,1,1,3,1
343,4,1,3,2,1
344,4,2,3,2,1
345,4,3,4,3,2
346,4,1,1,1,1
347,4,3,3,1,1
348,4,1,2,1,1
349,4,1,1,1,1
350,4,1,2,2,1
351,4,1,3,3,1
352,4,1,1,1,1
353,4,1,3,3,2
354,4,1,3,1,1
355,4,1,1,1,1
356,4,3,1,1,1
357,4,1,3,1,1
358,4,1,1,1,1
359,4,3,3,3,1
360,4,2,1,1,1
361,4,1,2,1,1
362,4,1,3,3,3
363,4,1,1,1,1
364,4,1,2,2,1
365,4,1,1,1,1
366,4,1,1,3,1
367,4,1,1,1,1
368,4,3,1,3,3
369,4,3,4,1,2
370,4,1,1,1,1
371,4,1,4,1,1
372,4,1,3,3,1
373,4,1,3,1,1
374,4,1,1,2,1
375,5,3,2,1,1
376,5,3,3,1,1
377,5,2,1,1,1
378,5,1,4,1,1
379,5,1,2,2,1
380,5,1,3,3,3
381,5,1,3,1,1
382,5,1,3,2,1
383,5,1,1,1,1
384,5,1,1,1,1
385,5,3,2,1,1
386,5,1,3,1,1
387,5,2,3,1,1
388,5,1,1,1,1
389,5,1,3,1,1
390,5,1,3,3,1
391,5,3,1,1,1
392,5,1,1,3,3
393,5,1,3,1,1
394,5,3,1,1,1
395,5,1,1,1,1
396,5,2,2,2,1
397,5,1,3,1,1
398,5,1,2,1,1
399,5,1,1,1,1
400,5,2,2,1,1
401,5,1,2,1,1
402,5,2,1,1,1
403,5,3,1,1,1
404,5,1,3,3,2
405,5,1,4,2,1
406,5,3,3,4,2
407,5,1,2,1,3
408,5,3,1,2,1
409,5,1,3,1,1
410,5,1,3,3,1
411,5,2,3,1,1
412,5,1,1,1,1
413,5,3,1,1,1
414,5,1,3,1,1
415,5,1,1,1,1
416,5,1,1,1,1
417,5,3,1,1,1
418,5,1,3,3,1
419,5,1,3,2,2
420,5,1,2,2,2
421,5,3,1,1,1
422,5,2,3,3,3
423,5,3,1,1,1
424,5,3,1,1,1
425,5,1,1,1,1
426,5,1,2,3,1
427,5,3,1,1,1
428,5,1,3,4,2
429,5,1,1,3,1
430,5,1,3,1,1
431,5,3,3,1,1
432,5,2,1,1,1
433,5,2,3,1,1
434,5,3,3,1,1
435,5,2,2,2,1
436,5,1,3,2,2
437,5,1,3,1,1
438,5,1,3,2,1
439,5,1,1,2,1
440,5,1,3,1,2
441,5,1,1,1,1
442,5,1,1,1,1
443,5,3,1,1,1
444,5,1,2,3,1
445,5,3,3,1,1
446,5,1,2,1,1
447,5,2,3,1,1
448,5,1,2,1,2
449,5,1,1,1,1
450,5,2,2,1,1
451,5,1,2,1,1
452,5,3,3,1,1
453,5,1,1,1,1
454,5,2,1,1,1
455,5,3,2,1,1
456,5,2,3,3,1
457,5,3,1,1,1
458,5,1,3,3,1
459,5,1,2,1,1
460,5,2,3,3,1
461,5,2,1,2,2
462,5,3,2,3,2
463,5,1,3,1,3
464,5,1,1,1,1
465,5,1,3,3,3
